Div Name,School Name,Sch Type,"Low Grade","High Grade",Subject,PassRate
FAIRFAX CO PBLC SCHS,NAVY ELEM,Elem,PK,6,English: Reading,93
FAIRFAX CO PBLC SCHS,NAVY ELEM,Elem,PK,6,History & Social Sciences,96
FAIRFAX CO PBLC SCHS,NAVY ELEM,Elem,PK,6,Mathematics,97
FAIRFAX CO PBLC SCHS,NAVY ELEM,Elem,PK,6,Science,91
FAIRFAX CO PBLC SCHS,NEWINGTON FOREST ELEM,Elem,PK,6,English: Reading,83
FAIRFAX CO PBLC SCHS,NEWINGTON FOREST ELEM,Elem,PK,6,History & Social Sciences,94
FAIRFAX CO PBLC SCHS,NEWINGTON FOREST ELEM,Elem,PK,6,Mathematics,77
FAIRFAX CO PBLC SCHS,NEWINGTON FOREST ELEM,Elem,PK,6,Science,69
FAIRFAX CO PBLC SCHS,NORTH SPRINGFIELD ELEM,Elem,PK,5,English: Reading,79
FAIRFAX CO PBLC SCHS,NORTH SPRINGFIELD ELEM,Elem,PK,5,History & Social Sciences,98
FAIRFAX CO PBLC SCHS,NORTH SPRINGFIELD ELEM,Elem,PK,5,Mathematics,79
FAIRFAX CO PBLC SCHS,NORTH SPRINGFIELD ELEM,Elem,PK,5,Science,82
FAIRFAX CO PBLC SCHS,OAK HILL ELEM,Elem,PK,6,English: Reading,93
FAIRFAX CO PBLC SCHS,OAK HILL ELEM,Elem,PK,6,History & Social Sciences,95
FAIRFAX CO PBLC SCHS,OAK HILL ELEM,Elem,PK,6,Mathematics,91
FAIRFAX CO PBLC SCHS,OAK HILL ELEM,Elem,PK,6,Science,88
FAIRFAX CO PBLC SCHS,OAK VIEW ELEM,Elem,PK,6,English: Reading,89
FAIRFAX CO PBLC SCHS,OAK VIEW ELEM,Elem,PK,6,History & Social Sciences,94
FAIRFAX CO PBLC SCHS,OAK VIEW ELEM,Elem,PK,6,Mathematics,89
FAIRFAX CO PBLC SCHS,OAK VIEW ELEM,Elem,PK,6,Science,79
FAIRFAX CO PBLC SCHS,OAKTON ELEM,Elem,PK,6,English: Reading,94
FAIRFAX CO PBLC SCHS,OAKTON ELEM,Elem,PK,6,History & Social Sciences,96
FAIRFAX CO PBLC SCHS,OAKTON ELEM,Elem,PK,6,Mathematics,92
FAIRFAX CO PBLC SCHS,OAKTON ELEM,Elem,PK,6,Science,89
FAIRFAX CO PBLC SCHS,OAKTON HIGH,High,9,12,English: Reading,96
FAIRFAX CO PBLC SCHS,OAKTON HIGH,High,9,12,English: Writing,95
FAIRFAX CO PBLC SCHS,OAKTON HIGH,High,9,12,History & Social Sciences,94
FAIRFAX CO PBLC SCHS,OAKTON HIGH,High,9,12,Mathematics,88
FAIRFAX CO PBLC SCHS,OAKTON HIGH,High,9,12,Science,93
FAIRFAX CO PBLC SCHS,OLDE CREEK ELEM,Elem,PK,6,English: Reading,84
FAIRFAX CO PBLC SCHS,OLDE CREEK ELEM,Elem,PK,6,History & Social Sciences,90
FAIRFAX CO PBLC SCHS,OLDE CREEK ELEM,Elem,PK,6,Mathematics,85
FAIRFAX CO PBLC SCHS,OLDE CREEK ELEM,Elem,PK,6,Science,75
FAIRFAX CO PBLC SCHS,ORANGE HUNT ELEM,Elem,PK,6,English: Reading,88
FAIRFAX CO PBLC SCHS,ORANGE HUNT ELEM,Elem,PK,6,History & Social Sciences,93
FAIRFAX CO PBLC SCHS,ORANGE HUNT ELEM,Elem,PK,6,Mathematics,86
FAIRFAX CO PBLC SCHS,ORANGE HUNT ELEM,Elem,PK,6,Science,89
FAIRFAX CO PBLC SCHS,PARKLAWN ELEM,Elem,PK,5,English: Reading,68
FAIRFAX CO PBLC SCHS,PARKLAWN ELEM,Elem,PK,5,History & Social Sciences,82
FAIRFAX CO PBLC SCHS,PARKLAWN ELEM,Elem,PK,5,Mathematics,69
FAIRFAX CO PBLC SCHS,PARKLAWN ELEM,Elem,PK,5,Science,70
FAIRFAX CO PBLC SCHS,PINE SPRING ELEM,Elem,PK,6,English: Reading,63
FAIRFAX CO PBLC SCHS,PINE SPRING ELEM,Elem,PK,6,History & Social Sciences,90
FAIRFAX CO PBLC SCHS,PINE SPRING ELEM,Elem,PK,6,Mathematics,74
FAIRFAX CO PBLC SCHS,PINE SPRING ELEM,Elem,PK,6,Science,65
FAIRFAX CO PBLC SCHS,POE MIDDLE,Middle,6,8,English: Reading,75
FAIRFAX CO PBLC SCHS,POE MIDDLE,Middle,6,8,English: Writing,64
FAIRFAX CO PBLC SCHS,POE MIDDLE,Middle,6,8,History & Social Sciences,90
FAIRFAX CO PBLC SCHS,POE MIDDLE,Middle,6,8,Mathematics,71
FAIRFAX CO PBLC SCHS,POE MIDDLE,Middle,6,8,Science,66
FAIRFAX CO PBLC SCHS,POPLAR TREE ELEM,Elem,PK,6,English: Reading,94
FAIRFAX CO PBLC SCHS,POPLAR TREE ELEM,Elem,PK,6,History & Social Sciences,95
FAIRFAX CO PBLC SCHS,POPLAR TREE ELEM,Elem,PK,6,Mathematics,96
FAIRFAX CO PBLC SCHS,POPLAR TREE ELEM,Elem,PK,6,Science,94
FAIRFAX CO PBLC SCHS,POWELL ELEM,Elem,PK,6,English: Reading,89
FAIRFAX CO PBLC SCHS,POWELL ELEM,Elem,PK,6,History & Social Sciences,96
FAIRFAX CO PBLC SCHS,POWELL ELEM,Elem,PK,6,Mathematics,93
FAIRFAX CO PBLC SCHS,POWELL ELEM,Elem,PK,6,Science,91
FAIRFAX CO PBLC SCHS,PROVIDENCE ELEM,Elem,PK,6,English: Reading,77
FAIRFAX CO PBLC SCHS,PROVIDENCE ELEM,Elem,PK,6,History & Social Sciences,91
FAIRFAX CO PBLC SCHS,PROVIDENCE ELEM,Elem,PK,6,Mathematics,79
FAIRFAX CO PBLC SCHS,PROVIDENCE ELEM,Elem,PK,6,Science,73
FAIRFAX CO PBLC SCHS,RAVENSWORTH ELEM,Elem,PK,6,English: Reading,86
FAIRFAX CO PBLC SCHS,RAVENSWORTH ELEM,Elem,PK,6,History & Social Sciences,95
FAIRFAX CO PBLC SCHS,RAVENSWORTH ELEM,Elem,PK,6,Mathematics,89
FAIRFAX CO PBLC SCHS,RAVENSWORTH ELEM,Elem,PK,6,Science,84
FAIRFAX CO PBLC SCHS,RIVERSIDE ELEM,Elem,PK,6,English: Reading,71
FAIRFAX CO PBLC SCHS,RIVERSIDE ELEM,Elem,PK,6,History & Social Sciences,79
FAIRFAX CO PBLC SCHS,RIVERSIDE ELEM,Elem,PK,6,Mathematics,76
FAIRFAX CO PBLC SCHS,RIVERSIDE ELEM,Elem,PK,6,Science,72
FAIRFAX CO PBLC SCHS,ROBINSON SECONDARY,Combined,7,12,English: Reading,92
FAIRFAX CO PBLC SCHS,ROBINSON SECONDARY,Combined,7,12,English: Writing,92
FAIRFAX CO PBLC SCHS,ROBINSON SECONDARY,Combined,7,12,History & Social Sciences,94
FAIRFAX CO PBLC SCHS,ROBINSON SECONDARY,Combined,7,12,Mathematics,91
FAIRFAX CO PBLC SCHS,ROBINSON SECONDARY,Combined,7,12,Science,92
FAIRFAX CO PBLC SCHS,ROCKY RUN MIDDLE,Middle,7,8,English: Reading,96
FAIRFAX CO PBLC SCHS,ROCKY RUN MIDDLE,Middle,7,8,English: Writing,96
FAIRFAX CO PBLC SCHS,ROCKY RUN MIDDLE,Middle,7,8,History & Social Sciences,98
FAIRFAX CO PBLC SCHS,ROCKY RUN MIDDLE,Middle,7,8,Mathematics,95
FAIRFAX CO PBLC SCHS,ROCKY RUN MIDDLE,Middle,7,8,Science,95
FAIRFAX CO PBLC SCHS,ROLLING VALLEY ELEM,Elem,PK,6,English: Reading,86
FAIRFAX CO PBLC SCHS,ROLLING VALLEY ELEM,Elem,PK,6,History & Social Sciences,90
FAIRFAX CO PBLC SCHS,ROLLING VALLEY ELEM,Elem,PK,6,Mathematics,79
FAIRFAX CO PBLC SCHS,ROLLING VALLEY ELEM,Elem,PK,6,Science,85
FAIRFAX CO PBLC SCHS,ROSE HILL ELEM,Elem,PK,6,English: Reading,70
FAIRFAX CO PBLC SCHS,ROSE HILL ELEM,Elem,PK,6,History & Social Sciences,80
FAIRFAX CO PBLC SCHS,ROSE HILL ELEM,Elem,PK,6,Mathematics,68
FAIRFAX CO PBLC SCHS,ROSE HILL ELEM,Elem,PK,6,Science,72
FAIRFAX CO PBLC SCHS,SANDBURG MIDDLE,Middle,7,8,English: Reading,76
FAIRFAX CO PBLC SCHS,SANDBURG MIDDLE,Middle,7,8,English: Writing,74
FAIRFAX CO PBLC SCHS,SANDBURG MIDDLE,Middle,7,8,History & Social Sciences,89
FAIRFAX CO PBLC SCHS,SANDBURG MIDDLE,Middle,7,8,Mathematics,74
FAIRFAX CO PBLC SCHS,SANDBURG MIDDLE,Middle,7,8,Science,77
FAIRFAX CO PBLC SCHS,SANGSTER ELEM,Elem,PK,6,English: Reading,96
FAIRFAX CO PBLC SCHS,SANGSTER ELEM,Elem,PK,6,History & Social Sciences,97
FAIRFAX CO PBLC SCHS,SANGSTER ELEM,Elem,PK,6,Mathematics,92
FAIRFAX CO PBLC SCHS,SANGSTER ELEM,Elem,PK,6,Science,90
FAIRFAX CO PBLC SCHS,SARATOGA ELEM,Elem,PK,6,English: Reading,78
FAIRFAX CO PBLC SCHS,SARATOGA ELEM,Elem,PK,6,History & Social Sciences,87
FAIRFAX CO PBLC SCHS,SARATOGA ELEM,Elem,PK,6,Mathematics,73
FAIRFAX CO PBLC SCHS,SARATOGA ELEM,Elem,PK,6,Science,66
FAIRFAX CO PBLC SCHS,SHERMAN ELEM,Elem,PK,6,English: Reading,92
FAIRFAX CO PBLC SCHS,SHERMAN ELEM,Elem,PK,6,History & Social Sciences,93
FAIRFAX CO PBLC SCHS,SHERMAN ELEM,Elem,PK,6,Mathematics,86
FAIRFAX CO PBLC SCHS,SHERMAN ELEM,Elem,PK,6,Science,79
FAIRFAX CO PBLC SCHS,SHREVEWOOD ELEM,Elem,PK,6,English: Reading,86
FAIRFAX CO PBLC SCHS,SHREVEWOOD ELEM,Elem,PK,6,History & Social Sciences,87
FAIRFAX CO PBLC SCHS,SHREVEWOOD ELEM,Elem,PK,6,Mathematics,85
FAIRFAX CO PBLC SCHS,SHREVEWOOD ELEM,Elem,PK,6,Science,85
FAIRFAX CO PBLC SCHS,SILVERBROOK ELEM,Elem,PK,6,English: Reading,87
FAIRFAX CO PBLC SCHS,SILVERBROOK ELEM,Elem,PK,6,History & Social Sciences,81
FAIRFAX CO PBLC SCHS,SILVERBROOK ELEM,Elem,PK,6,Mathematics,90
FAIRFAX CO PBLC SCHS,SILVERBROOK ELEM,Elem,PK,6,Science,84
FAIRFAX CO PBLC SCHS,SLEEPY HOLLOW ELEM,Elem,PK,5,English: Reading,80
FAIRFAX CO PBLC SCHS,SLEEPY HOLLOW ELEM,Elem,PK,5,History & Social Sciences,95
FAIRFAX CO PBLC SCHS,SLEEPY HOLLOW ELEM,Elem,PK,5,Mathematics,82
FAIRFAX CO PBLC SCHS,SLEEPY HOLLOW ELEM,Elem,PK,5,Science,78
FAIRFAX CO PBLC SCHS,SOUTH CO PBLC SCHSHIGH,High,9,12,English: Reading,89
FAIRFAX CO PBLC SCHS,SOUTH CO PBLC SCHSHIGH,High,9,12,English: Writing,87
FAIRFAX CO PBLC SCHS,SOUTH CO PBLC SCHSHIGH,High,9,12,History & Social Sciences,90
FAIRFAX CO PBLC SCHS,SOUTH CO PBLC SCHSHIGH,High,9,12,Mathematics,87
FAIRFAX CO PBLC SCHS,SOUTH CO PBLC SCHSHIGH,High,9,12,Science,89
FAIRFAX CO PBLC SCHS,SOUTH CO PBLC SCHSMIDDLE,Middle,7,8,English: Reading,86
FAIRFAX CO PBLC SCHS,SOUTH CO PBLC SCHSMIDDLE,Middle,7,8,English: Writing,84
FAIRFAX CO PBLC SCHS,SOUTH CO PBLC SCHSMIDDLE,Middle,7,8,History & Social Sciences,94
FAIRFAX CO PBLC SCHS,SOUTH CO PBLC SCHSMIDDLE,Middle,7,8,Mathematics,88
FAIRFAX CO PBLC SCHS,SOUTH CO PBLC SCHSMIDDLE,Middle,7,8,Science,90
FAIRFAX CO PBLC SCHS,SOUTH LAKES HIGH,High,9,12,English: Reading,92
FAIRFAX CO PBLC SCHS,SOUTH LAKES HIGH,High,9,12,English: Writing,90
FAIRFAX CO PBLC SCHS,SOUTH LAKES HIGH,High,9,12,History & Social Sciences,89
FAIRFAX CO PBLC SCHS,SOUTH LAKES HIGH,High,9,12,Mathematics,80
FAIRFAX CO PBLC SCHS,SOUTH LAKES HIGH,High,9,12,Science,85
FAIRFAX CO PBLC SCHS,SPRING HILL ELEM,Elem,PK,6,English: Reading,97
FAIRFAX CO PBLC SCHS,SPRING HILL ELEM,Elem,PK,6,History & Social Sciences,99
FAIRFAX CO PBLC SCHS,SPRING HILL ELEM,Elem,PK,6,Mathematics,95
FAIRFAX CO PBLC SCHS,SPRING HILL ELEM,Elem,PK,6,Science,96
FAIRFAX CO PBLC SCHS,SPRINGFIELD ESTATES ELEM,Elem,PK,6,English: Reading,92
FAIRFAX CO PBLC SCHS,SPRINGFIELD ESTATES ELEM,Elem,PK,6,History & Social Sciences,97
FAIRFAX CO PBLC SCHS,SPRINGFIELD ESTATES ELEM,Elem,PK,6,Mathematics,95
FAIRFAX CO PBLC SCHS,SPRINGFIELD ESTATES ELEM,Elem,PK,6,Science,89
FAIRFAX CO PBLC SCHS,STENWOOD ELEM,Elem,PK,6,English: Reading,91
FAIRFAX CO PBLC SCHS,STENWOOD ELEM,Elem,PK,6,History & Social Sciences,93
FAIRFAX CO PBLC SCHS,STENWOOD ELEM,Elem,PK,6,Mathematics,90
FAIRFAX CO PBLC SCHS,STENWOOD ELEM,Elem,PK,6,Science,95
FAIRFAX CO PBLC SCHS,STONE MIDDLE,Middle,7,8,English: Reading,82
FAIRFAX CO PBLC SCHS,STONE MIDDLE,Middle,7,8,English: Writing,78
FAIRFAX CO PBLC SCHS,STONE MIDDLE,Middle,7,8,History & Social Sciences,90
FAIRFAX CO PBLC SCHS,STONE MIDDLE,Middle,7,8,Mathematics,89
FAIRFAX CO PBLC SCHS,STONE MIDDLE,Middle,7,8,Science,81
FAIRFAX CO PBLC SCHS,STRATFORD LANDING ELEM,Elem,PK,6,English: Reading,87
FAIRFAX CO PBLC SCHS,STRATFORD LANDING ELEM,Elem,PK,6,History & Social Sciences,81
FAIRFAX CO PBLC SCHS,STRATFORD LANDING ELEM,Elem,PK,6,Mathematics,83
FAIRFAX CO PBLC SCHS,STRATFORD LANDING ELEM,Elem,PK,6,Science,84
FAIRFAX CO PBLC SCHS,STUART HIGH,High,9,12,English: Reading,90
FAIRFAX CO PBLC SCHS,STUART HIGH,High,9,12,English: Writing,84
FAIRFAX CO PBLC SCHS,STUART HIGH,High,9,12,History & Social Sciences,80
FAIRFAX CO PBLC SCHS,STUART HIGH,High,9,12,Mathematics,78
FAIRFAX CO PBLC SCHS,STUART HIGH,High,9,12,Science,77
FAIRFAX CO PBLC SCHS,SUNRISE VALLEY ELEM,Elem,PK,6,English: Reading,89
FAIRFAX CO PBLC SCHS,SUNRISE VALLEY ELEM,Elem,PK,6,History & Social Sciences,89
FAIRFAX CO PBLC SCHS,SUNRISE VALLEY ELEM,Elem,PK,6,Mathematics,92
FAIRFAX CO PBLC SCHS,SUNRISE VALLEY ELEM,Elem,PK,6,Science,89
FAIRFAX CO PBLC SCHS,TERRA CENTRE ELEM,Elem,PK,6,English: Reading,91
FAIRFAX CO PBLC SCHS,TERRA CENTRE ELEM,Elem,PK,6,History & Social Sciences,97
FAIRFAX CO PBLC SCHS,TERRA CENTRE ELEM,Elem,PK,6,Mathematics,93
FAIRFAX CO PBLC SCHS,TERRA CENTRE ELEM,Elem,PK,6,Science,92
FAIRFAX CO PBLC SCHS,TERRASET ELEM,Elem,PK,6,English: Reading,81
FAIRFAX CO PBLC SCHS,TERRASET ELEM,Elem,PK,6,History & Social Sciences,84
FAIRFAX CO PBLC SCHS,TERRASET ELEM,Elem,PK,6,Mathematics,79
FAIRFAX CO PBLC SCHS,TERRASET ELEM,Elem,PK,6,Science,83
FAIRFAX CO PBLC SCHS,THOMAS JEFFERSON HIGH FOR SCIENCE AND TECHNOLOGY,High,9,12,English: Reading,100
FAIRFAX CO PBLC SCHS,THOMAS JEFFERSON HIGH FOR SCIENCE AND TECHNOLOGY,High,9,12,English: Writing,100
FAIRFAX CO PBLC SCHS,THOMAS JEFFERSON HIGH FOR SCIENCE AND TECHNOLOGY,High,9,12,History & Social Sciences,100
FAIRFAX CO PBLC SCHS,THOMAS JEFFERSON HIGH FOR SCIENCE AND TECHNOLOGY,High,9,12,Mathematics,100
FAIRFAX CO PBLC SCHS,THOMAS JEFFERSON HIGH FOR SCIENCE AND TECHNOLOGY,High,9,12,Science,100
FAIRFAX CO PBLC SCHS,THOREAU MIDDLE,Middle,7,8,English: Reading,91
FAIRFAX CO PBLC SCHS,THOREAU MIDDLE,Middle,7,8,English: Writing,87
FAIRFAX CO PBLC SCHS,THOREAU MIDDLE,Middle,7,8,History & Social Sciences,97
FAIRFAX CO PBLC SCHS,THOREAU MIDDLE,Middle,7,8,Mathematics,92
FAIRFAX CO PBLC SCHS,THOREAU MIDDLE,Middle,7,8,Science,90
FAIRFAX CO PBLC SCHS,TIMBER LANE ELEM,Elem,PK,6,English: Reading,69
FAIRFAX CO PBLC SCHS,TIMBER LANE ELEM,Elem,PK,6,History & Social Sciences,83
FAIRFAX CO PBLC SCHS,TIMBER LANE ELEM,Elem,PK,6,Mathematics,65
FAIRFAX CO PBLC SCHS,TIMBER LANE ELEM,Elem,PK,6,Science,63
FAIRFAX CO PBLC SCHS,TWAIN MIDDLE,Middle,7,8,English: Reading,81
FAIRFAX CO PBLC SCHS,TWAIN MIDDLE,Middle,7,8,English: Writing,75
FAIRFAX CO PBLC SCHS,TWAIN MIDDLE,Middle,7,8,History & Social Sciences,88
FAIRFAX CO PBLC SCHS,TWAIN MIDDLE,Middle,7,8,Mathematics,83
FAIRFAX CO PBLC SCHS,TWAIN MIDDLE,Middle,7,8,Science,79
FAIRFAX CO PBLC SCHS,UNION MILL ELEM,Elem,PK,6,English: Reading,88
FAIRFAX CO PBLC SCHS,UNION MILL ELEM,Elem,PK,6,History & Social Sciences,96
FAIRFAX CO PBLC SCHS,UNION MILL ELEM,Elem,PK,6,Mathematics,95
FAIRFAX CO PBLC SCHS,UNION MILL ELEM,Elem,PK,6,Science,86
FAIRFAX CO PBLC SCHS,VIENNA ELEM,Elem,PK,6,English: Reading,89
FAIRFAX CO PBLC SCHS,VIENNA ELEM,Elem,PK,6,History & Social Sciences,93
FAIRFAX CO PBLC SCHS,VIENNA ELEM,Elem,PK,6,Mathematics,94
FAIRFAX CO PBLC SCHS,VIENNA ELEM,Elem,PK,6,Science,88
FAIRFAX CO PBLC SCHS,VIRGINIA RUN ELEM,Elem,PK,6,English: Reading,79
FAIRFAX CO PBLC SCHS,VIRGINIA RUN ELEM,Elem,PK,6,History & Social Sciences,83
FAIRFAX CO PBLC SCHS,VIRGINIA RUN ELEM,Elem,PK,6,Mathematics,80
FAIRFAX CO PBLC SCHS,VIRGINIA RUN ELEM,Elem,PK,6,Science,78
FAIRFAX CO PBLC SCHS,WAKEFIELD FOREST ELEM,Elem,PK,6,English: Reading,93
FAIRFAX CO PBLC SCHS,WAKEFIELD FOREST ELEM,Elem,PK,6,History & Social Sciences,95
FAIRFAX CO PBLC SCHS,WAKEFIELD FOREST ELEM,Elem,PK,6,Mathematics,94
FAIRFAX CO PBLC SCHS,WAKEFIELD FOREST ELEM,Elem,PK,6,Science,97
FAIRFAX CO PBLC SCHS,WAPLES MILL ELEM,Elem,PK,6,English: Reading,92
FAIRFAX CO PBLC SCHS,WAPLES MILL ELEM,Elem,PK,6,History & Social Sciences,86
FAIRFAX CO PBLC SCHS,WAPLES MILL ELEM,Elem,PK,6,Mathematics,88
FAIRFAX CO PBLC SCHS,WAPLES MILL ELEM,Elem,PK,6,Science,88
FAIRFAX CO PBLC SCHS,WASHINGTON MILL ELEM,Elem,PK,6,English: Reading,74
FAIRFAX CO PBLC SCHS,WASHINGTON MILL ELEM,Elem,PK,6,History & Social Sciences,64
FAIRFAX CO PBLC SCHS,WASHINGTON MILL ELEM,Elem,PK,6,Mathematics,71
FAIRFAX CO PBLC SCHS,WASHINGTON MILL ELEM,Elem,PK,6,Science,71
FAIRFAX CO PBLC SCHS,WAYNEWOOD ELEM,Elem,PK,6,English: Reading,92
FAIRFAX CO PBLC SCHS,WAYNEWOOD ELEM,Elem,PK,6,History & Social Sciences,99
FAIRFAX CO PBLC SCHS,WAYNEWOOD ELEM,Elem,PK,6,Mathematics,94
FAIRFAX CO PBLC SCHS,WAYNEWOOD ELEM,Elem,PK,6,Science,94
FAIRFAX CO PBLC SCHS,WEST POTOMAC HIGH,High,9,12,English: Reading,89
FAIRFAX CO PBLC SCHS,WEST POTOMAC HIGH,High,9,12,English: Writing,87
FAIRFAX CO PBLC SCHS,WEST POTOMAC HIGH,High,9,12,History & Social Sciences,84
FAIRFAX CO PBLC SCHS,WEST POTOMAC HIGH,High,9,12,Mathematics,75
FAIRFAX CO PBLC SCHS,WEST POTOMAC HIGH,High,9,12,Science,79
FAIRFAX CO PBLC SCHS,WEST SPRINGFIELD ELEM,Elem,PK,6,English: Reading,92
FAIRFAX CO PBLC SCHS,WEST SPRINGFIELD ELEM,Elem,PK,6,History & Social Sciences,90
FAIRFAX CO PBLC SCHS,WEST SPRINGFIELD ELEM,Elem,PK,6,Mathematics,90
FAIRFAX CO PBLC SCHS,WEST SPRINGFIELD ELEM,Elem,PK,6,Science,80
FAIRFAX CO PBLC SCHS,WEST SPRINGFIELD HIGH,High,9,12,English: Reading,97
FAIRFAX CO PBLC SCHS,WEST SPRINGFIELD HIGH,High,9,12,English: Writing,97
FAIRFAX CO PBLC SCHS,WEST SPRINGFIELD HIGH,High,9,12,History & Social Sciences,98
FAIRFAX CO PBLC SCHS,WEST SPRINGFIELD HIGH,High,9,12,Mathematics,91
FAIRFAX CO PBLC SCHS,WEST SPRINGFIELD HIGH,High,9,12,Science,96
FAIRFAX CO PBLC SCHS,WESTBRIAR ELEM,Elem,PK,6,English: Reading,96
FAIRFAX CO PBLC SCHS,WESTBRIAR ELEM,Elem,PK,6,History & Social Sciences,98
FAIRFAX CO PBLC SCHS,WESTBRIAR ELEM,Elem,PK,6,Mathematics,96
FAIRFAX CO PBLC SCHS,WESTBRIAR ELEM,Elem,PK,6,Science,100
FAIRFAX CO PBLC SCHS,WESTFIELD HIGH,High,9,12,English: Reading,93
FAIRFAX CO PBLC SCHS,WESTFIELD HIGH,High,9,12,English: Writing,92
FAIRFAX CO PBLC SCHS,WESTFIELD HIGH,High,9,12,History & Social Sciences,92
FAIRFAX CO PBLC SCHS,WESTFIELD HIGH,High,9,12,Mathematics,85
FAIRFAX CO PBLC SCHS,WESTFIELD HIGH,High,9,12,Science,89
FAIRFAX CO PBLC SCHS,WESTGATE ELEM,Elem,PK,6,English: Reading,84
FAIRFAX CO PBLC SCHS,WESTGATE ELEM,Elem,PK,6,History & Social Sciences,90
FAIRFAX CO PBLC SCHS,WESTGATE ELEM,Elem,PK,6,Mathematics,85
FAIRFAX CO PBLC SCHS,WESTGATE ELEM,Elem,PK,6,Science,83
FAIRFAX CO PBLC SCHS,WESTLAWN ELEM,Elem,PK,6,English: Reading,73
FAIRFAX CO PBLC SCHS,WESTLAWN ELEM,Elem,PK,6,History & Social Sciences,93
FAIRFAX CO PBLC SCHS,WESTLAWN ELEM,Elem,PK,6,Mathematics,72
FAIRFAX CO PBLC SCHS,WESTLAWN ELEM,Elem,PK,6,Science,71
FAIRFAX CO PBLC SCHS,WEYANOKE ELEM,Elem,PK,5,English: Reading,66
FAIRFAX CO PBLC SCHS,WEYANOKE ELEM,Elem,PK,5,History & Social Sciences,87
FAIRFAX CO PBLC SCHS,WEYANOKE ELEM,Elem,PK,5,Mathematics,64
FAIRFAX CO PBLC SCHS,WEYANOKE ELEM,Elem,PK,5,Science,65
FAIRFAX CO PBLC SCHS,WHITE OAKS ELEM,Elem,PK,6,English: Reading,88
FAIRFAX CO PBLC SCHS,WHITE OAKS ELEM,Elem,PK,6,History & Social Sciences,94
FAIRFAX CO PBLC SCHS,WHITE OAKS ELEM,Elem,PK,6,Mathematics,88
FAIRFAX CO PBLC SCHS,WHITE OAKS ELEM,Elem,PK,6,Science,87
FAIRFAX CO PBLC SCHS,WHITMAN MIDDLE,Middle,7,8,English: Reading,70
FAIRFAX CO PBLC SCHS,WHITMAN MIDDLE,Middle,7,8,English: Writing,62
FAIRFAX CO PBLC SCHS,WHITMAN MIDDLE,Middle,7,8,History & Social Sciences,85
FAIRFAX CO PBLC SCHS,WHITMAN MIDDLE,Middle,7,8,Mathematics,65
FAIRFAX CO PBLC SCHS,WHITMAN MIDDLE,Middle,7,8,Science,67
FAIRFAX CO PBLC SCHS,WILLOW SPRINGS ELEM,Elem,PK,6,English: Reading,94
FAIRFAX CO PBLC SCHS,WILLOW SPRINGS ELEM,Elem,PK,6,History & Social Sciences,98
FAIRFAX CO PBLC SCHS,WILLOW SPRINGS ELEM,Elem,PK,6,Mathematics,93
FAIRFAX CO PBLC SCHS,WILLOW SPRINGS ELEM,Elem,PK,6,Science,94
FAIRFAX CO PBLC SCHS,WOLFTRAP ELEM,Elem,PK,6,English: Reading,95
FAIRFAX CO PBLC SCHS,WOLFTRAP ELEM,Elem,PK,6,History & Social Sciences,96
FAIRFAX CO PBLC SCHS,WOLFTRAP ELEM,Elem,PK,6,Mathematics,97
FAIRFAX CO PBLC SCHS,WOLFTRAP ELEM,Elem,PK,6,Science,99
FAIRFAX CO PBLC SCHS,WOODBURN ELEM,Elem,PK,6,English: Reading,70
FAIRFAX CO PBLC SCHS,WOODBURN ELEM,Elem,PK,6,History & Social Sciences,89
FAIRFAX CO PBLC SCHS,WOODBURN ELEM,Elem,PK,6,Mathematics,75
FAIRFAX CO PBLC SCHS,WOODBURN ELEM,Elem,PK,6,Science,70
FAIRFAX CO PBLC SCHS,WOODLAWN ELEM,Elem,PK,6,English: Reading,70
FAIRFAX CO PBLC SCHS,WOODLAWN ELEM,Elem,PK,6,History & Social Sciences,81
FAIRFAX CO PBLC SCHS,WOODLAWN ELEM,Elem,PK,6,Mathematics,70
FAIRFAX CO PBLC SCHS,WOODLAWN ELEM,Elem,PK,6,Science,61
FAIRFAX CO PBLC SCHS,WOODLEY HILLS ELEM,Elem,PK,6,English: Reading,66
FAIRFAX CO PBLC SCHS,WOODLEY HILLS ELEM,Elem,PK,6,History & Social Sciences,84
FAIRFAX CO PBLC SCHS,WOODLEY HILLS ELEM,Elem,PK,6,Mathematics,65
FAIRFAX CO PBLC SCHS,WOODLEY HILLS ELEM,Elem,PK,6,Science,60
FAIRFAX CO PBLC SCHS,WOODSON HIGH,High,9,12,English: Reading,96
FAIRFAX CO PBLC SCHS,WOODSON HIGH,High,9,12,English: Writing,96
FAIRFAX CO PBLC SCHS,WOODSON HIGH,High,9,12,History & Social Sciences,96
FAIRFAX CO PBLC SCHS,WOODSON HIGH,High,9,12,Mathematics,89
FAIRFAX CO PBLC SCHS,WOODSON HIGH,High,9,12,Science,94
FALLS CHURCH,GEORGE MASON HIGH,High,9,12,English: Reading,97
FALLS CHURCH,GEORGE MASON HIGH,High,9,12,English: Writing,96
FALLS CHURCH,GEORGE MASON HIGH,High,9,12,History & Social Sciences,96
FALLS CHURCH,GEORGE MASON HIGH,High,9,12,Mathematics,88
FALLS CHURCH,GEORGE MASON HIGH,High,9,12,Science,93
FALLS CHURCH,MARY ELLEN HENDERSON MIDDLE,Middle,6,8,English: Reading,92
