Division No.,Division Name,School No.,School Name,Grade,Hispanic,American_Indian_Alaska_Native,Asian,Black,Native_Hawaiian_Pacific_Islander,White,Two_More_Races,"Total Full-time Students",Part-time Students,Totals
136,CHESAPEAKE CITY PBLC SCHS,10,OSCAR SMITH MIDDLE,7,39,1,1,229,0,59,26,355,0,329
136,CHESAPEAKE CITY PBLC SCHS,10,OSCAR SMITH MIDDLE,8,40,3,1,211,0,56,21,332,0,311
136,CHESAPEAKE CITY PBLC SCHS,730,PORTLOCK PRIMARY,1,35,0,3,90,0,38,15,181,0,166
136,CHESAPEAKE CITY PBLC SCHS,730,PORTLOCK PRIMARY,2,47,1,0,87,0,35,16,186,0,170
136,CHESAPEAKE CITY PBLC SCHS,730,PORTLOCK PRIMARY,KG,36,0,0,111,0,45,19,211,0,192
136,CHESAPEAKE CITY PBLC SCHS,730,PORTLOCK PRIMARY,PK,6,0,0,11,0,7,1,25,0,24
136,CHESAPEAKE CITY PBLC SCHS,200,RENA B WRIGHT PRIMARY,1,8,0,1,76,0,27,5,117,0,112
136,CHESAPEAKE CITY PBLC SCHS,200,RENA B WRIGHT PRIMARY,2,10,0,0,72,0,22,2,106,0,104
136,CHESAPEAKE CITY PBLC SCHS,200,RENA B WRIGHT PRIMARY,KG,8,0,0,69,0,28,4,109,0,105
136,CHESAPEAKE CITY PBLC SCHS,200,RENA B WRIGHT PRIMARY,PK,11,1,0,22,0,12,3,49,0,46
136,CHESAPEAKE CITY PBLC SCHS,620,SOUTHEASTERN ELEM,1,6,0,6,2,0,104,10,128,0,118
136,CHESAPEAKE CITY PBLC SCHS,620,SOUTHEASTERN ELEM,2,12,0,6,3,0,76,9,106,0,97
136,CHESAPEAKE CITY PBLC SCHS,620,SOUTHEASTERN ELEM,3,10,0,10,8,0,130,10,168,0,158
136,CHESAPEAKE CITY PBLC SCHS,620,SOUTHEASTERN ELEM,4,7,1,9,6,0,103,9,135,0,126
136,CHESAPEAKE CITY PBLC SCHS,620,SOUTHEASTERN ELEM,5,11,1,4,8,0,121,10,155,0,145
136,CHESAPEAKE CITY PBLC SCHS,620,SOUTHEASTERN ELEM,KA,7,0,2,7,0,32,5,53,0,48
136,CHESAPEAKE CITY PBLC SCHS,620,SOUTHEASTERN ELEM,KG,0,0,0,0,0,0,0,0,0,0
136,CHESAPEAKE CITY PBLC SCHS,620,SOUTHEASTERN ELEM,KP,5,0,3,2,0,38,2,50,0,48
136,CHESAPEAKE CITY PBLC SCHS,620,SOUTHEASTERN ELEM,PK,1,0,1,0,0,24,0,26,0,26
136,CHESAPEAKE CITY PBLC SCHS,600,SOUTHWESTERN ELEM,1,5,1,0,62,0,7,6,81,0,75
136,CHESAPEAKE CITY PBLC SCHS,600,SOUTHWESTERN ELEM,2,4,0,0,54,0,8,7,73,0,66
136,CHESAPEAKE CITY PBLC SCHS,600,SOUTHWESTERN ELEM,3,7,0,0,72,0,10,5,94,0,89
136,CHESAPEAKE CITY PBLC SCHS,600,SOUTHWESTERN ELEM,4,7,1,0,59,0,5,8,80,0,72
136,CHESAPEAKE CITY PBLC SCHS,600,SOUTHWESTERN ELEM,5,5,0,1,62,0,3,3,74,0,71
136,CHESAPEAKE CITY PBLC SCHS,600,SOUTHWESTERN ELEM,KG,9,0,0,54,0,8,5,76,0,71
136,CHESAPEAKE CITY PBLC SCHS,600,SOUTHWESTERN ELEM,PK,4,0,0,42,0,5,2,53,0,51
136,CHESAPEAKE CITY PBLC SCHS,750,SPARROW ROAD INTERMEDIATE,4,28,2,5,122,0,75,16,248,0,232
136,CHESAPEAKE CITY PBLC SCHS,750,SPARROW ROAD INTERMEDIATE,5,28,0,6,122,0,70,16,242,0,226
136,CHESAPEAKE CITY PBLC SCHS,40,THURGOOD MARSHALL ELEM,1,3,0,0,84,0,9,3,99,0,96
136,CHESAPEAKE CITY PBLC SCHS,40,THURGOOD MARSHALL ELEM,2,4,0,0,71,0,2,0,77,0,77
136,CHESAPEAKE CITY PBLC SCHS,40,THURGOOD MARSHALL ELEM,3,1,0,0,74,0,3,4,82,0,78
136,CHESAPEAKE CITY PBLC SCHS,40,THURGOOD MARSHALL ELEM,4,1,0,1,77,1,3,2,85,0,83
136,CHESAPEAKE CITY PBLC SCHS,40,THURGOOD MARSHALL ELEM,5,1,0,0,71,0,6,3,81,0,78
136,CHESAPEAKE CITY PBLC SCHS,40,THURGOOD MARSHALL ELEM,KG,1,0,0,74,0,3,2,80,0,78
136,CHESAPEAKE CITY PBLC SCHS,40,THURGOOD MARSHALL ELEM,PK,2,0,0,35,0,7,4,48,0,44
136,CHESAPEAKE CITY PBLC SCHS,971,TRUITT INTERMEDIATE,3,7,0,1,66,0,23,8,105,0,97
136,CHESAPEAKE CITY PBLC SCHS,971,TRUITT INTERMEDIATE,4,6,0,0,65,0,20,3,94,0,91
136,CHESAPEAKE CITY PBLC SCHS,971,TRUITT INTERMEDIATE,5,4,0,1,76,0,21,4,106,0,102
136,CHESAPEAKE CITY PBLC SCHS,840,WESTERN BRANCH HIGH,9,23,0,21,247,3,240,29,563,0,534
136,CHESAPEAKE CITY PBLC SCHS,840,WESTERN BRANCH HIGH,10,29,1,15,218,1,228,46,538,0,492
136,CHESAPEAKE CITY PBLC SCHS,840,WESTERN BRANCH HIGH,11,23,2,12,209,2,226,25,499,0,474
136,CHESAPEAKE CITY PBLC SCHS,840,WESTERN BRANCH HIGH,12,32,1,13,218,2,230,33,529,1,496
136,CHESAPEAKE CITY PBLC SCHS,810,WESTERN BRANCH INT,3,17,2,10,86,0,122,18,255,0,237
136,CHESAPEAKE CITY PBLC SCHS,810,WESTERN BRANCH INT,4,16,0,10,93,0,117,19,255,0,236
136,CHESAPEAKE CITY PBLC SCHS,810,WESTERN BRANCH INT,5,21,1,17,83,1,114,33,270,1,237
136,CHESAPEAKE CITY PBLC SCHS,740,WESTERN BRANCH MIDDLE,6,11,0,8,106,0,121,25,271,0,246
136,CHESAPEAKE CITY PBLC SCHS,740,WESTERN BRANCH MIDDLE,7,14,1,16,121,2,128,20,302,0,282
136,CHESAPEAKE CITY PBLC SCHS,740,WESTERN BRANCH MIDDLE,8,15,1,20,106,2,129,28,301,0,273
136,CHESAPEAKE CITY PBLC SCHS,110,WESTERN BRANCH PRIMARY,1,11,0,7,63,2,105,29,217,0,188
136,CHESAPEAKE CITY PBLC SCHS,110,WESTERN BRANCH PRIMARY,2,13,1,11,73,2,100,19,219,0,200
136,CHESAPEAKE CITY PBLC SCHS,110,WESTERN BRANCH PRIMARY,KG,18,1,6,77,0,104,15,221,1,206
136,CHESAPEAKE CITY PBLC SCHS,110,WESTERN BRANCH PRIMARY,PK,10,0,2,27,0,34,6,79,0,73
21,CHESTERFIELD CO PBLC SCHS,620,A M DAVIS ELEM,1,28,0,4,31,0,28,6,97,0,91
21,CHESTERFIELD CO PBLC SCHS,620,A M DAVIS ELEM,2,32,1,4,32,0,37,11,117,0,106
21,CHESTERFIELD CO PBLC SCHS,620,A M DAVIS ELEM,3,26,0,8,45,0,23,5,107,0,102
21,CHESTERFIELD CO PBLC SCHS,620,A M DAVIS ELEM,4,26,0,2,37,0,29,8,102,0,94
21,CHESTERFIELD CO PBLC SCHS,620,A M DAVIS ELEM,5,30,0,2,42,0,28,9,111,0,102
21,CHESTERFIELD CO PBLC SCHS,620,A M DAVIS ELEM,KG,33,0,4,38,0,26,8,109,0,101
21,CHESTERFIELD CO PBLC SCHS,620,A M DAVIS ELEM,PK,16,0,1,17,0,21,3,58,0,55
21,CHESTERFIELD CO PBLC SCHS,861,ALBERTA SMITH ELEM,1,13,0,2,6,0,67,8,96,0,88
21,CHESTERFIELD CO PBLC SCHS,861,ALBERTA SMITH ELEM,2,12,0,0,17,0,78,8,115,0,107
21,CHESTERFIELD CO PBLC SCHS,861,ALBERTA SMITH ELEM,3,8,0,2,11,0,65,9,95,0,86
21,CHESTERFIELD CO PBLC SCHS,861,ALBERTA SMITH ELEM,4,8,0,2,15,0,76,4,105,0,101
21,CHESTERFIELD CO PBLC SCHS,861,ALBERTA SMITH ELEM,5,11,0,2,13,1,80,7,114,0,107
21,CHESTERFIELD CO PBLC SCHS,861,ALBERTA SMITH ELEM,KG,14,0,0,15,0,59,5,93,0,88
21,CHESTERFIELD CO PBLC SCHS,861,ALBERTA SMITH ELEM,PK,1,1,0,1,0,4,0,7,0,7
21,CHESTERFIELD CO PBLC SCHS,631,BAILEY BRIDGE MIDDLE,6,44,1,15,102,1,311,20,494,0,474
21,CHESTERFIELD CO PBLC SCHS,631,BAILEY BRIDGE MIDDLE,7,36,1,15,111,0,313,23,499,0,476
21,CHESTERFIELD CO PBLC SCHS,631,BAILEY BRIDGE MIDDLE,8,45,0,13,76,1,296,31,462,0,431
21,CHESTERFIELD CO PBLC SCHS,660,BELLWOOD ELEM,1,39,1,3,18,0,26,2,89,0,87
21,CHESTERFIELD CO PBLC SCHS,660,BELLWOOD ELEM,2,33,0,2,25,0,17,2,79,0,77
21,CHESTERFIELD CO PBLC SCHS,660,BELLWOOD ELEM,3,39,0,3,16,0,33,0,91,0,91
21,CHESTERFIELD CO PBLC SCHS,660,BELLWOOD ELEM,4,28,0,1,16,0,31,5,81,0,76
21,CHESTERFIELD CO PBLC SCHS,660,BELLWOOD ELEM,5,27,0,3,19,0,23,3,75,0,72
21,CHESTERFIELD CO PBLC SCHS,660,BELLWOOD ELEM,KG,36,1,2,24,0,23,5,91,0,86
21,CHESTERFIELD CO PBLC SCHS,660,BELLWOOD ELEM,PK,23,0,2,5,0,6,3,39,0,36
21,CHESTERFIELD CO PBLC SCHS,430,BENSLEY ELEM,1,85,0,0,26,0,10,3,124,0,121
21,CHESTERFIELD CO PBLC SCHS,430,BENSLEY ELEM,2,85,0,1,28,0,7,4,125,0,121
21,CHESTERFIELD CO PBLC SCHS,430,BENSLEY ELEM,3,78,0,0,25,0,11,3,117,0,114
21,CHESTERFIELD CO PBLC SCHS,430,BENSLEY ELEM,4,70,0,1,25,0,8,0,104,0,104
21,CHESTERFIELD CO PBLC SCHS,430,BENSLEY ELEM,5,63,0,0,43,0,7,3,116,0,113
21,CHESTERFIELD CO PBLC SCHS,430,BENSLEY ELEM,KG,63,0,0,24,0,3,2,92,0,90
21,CHESTERFIELD CO PBLC SCHS,430,BENSLEY ELEM,PK,44,0,0,8,0,2,1,55,1,54
21,CHESTERFIELD CO PBLC SCHS,510,BETTIE WEAVER ELEM,1,3,0,3,2,0,117,5,130,0,125
21,CHESTERFIELD CO PBLC SCHS,510,BETTIE WEAVER ELEM,2,1,0,1,1,0,96,0,99,0,99
21,CHESTERFIELD CO PBLC SCHS,510,BETTIE WEAVER ELEM,3,2,0,4,0,0,123,3,132,0,129
21,CHESTERFIELD CO PBLC SCHS,510,BETTIE WEAVER ELEM,4,6,0,4,2,0,95,0,107,0,107
21,CHESTERFIELD CO PBLC SCHS,510,BETTIE WEAVER ELEM,5,0,0,2,1,0,90,1,94,0,93
21,CHESTERFIELD CO PBLC SCHS,510,BETTIE WEAVER ELEM,KG,1,0,1,3,0,99,0,104,0,104
21,CHESTERFIELD CO PBLC SCHS,510,BETTIE WEAVER ELEM,PK,0,0,0,0,0,0,0,0,0,0
21,CHESTERFIELD CO PBLC SCHS,130,BEULAH ELEM,1,35,0,2,50,0,23,3,113,0,110
21,CHESTERFIELD CO PBLC SCHS,130,BEULAH ELEM,2,34,0,3,61,0,17,5,120,0,115
21,CHESTERFIELD CO PBLC SCHS,130,BEULAH ELEM,3,33,0,3,55,0,19,3,113,0,110
21,CHESTERFIELD CO PBLC SCHS,130,BEULAH ELEM,4,30,0,2,69,0,22,4,127,0,123
21,CHESTERFIELD CO PBLC SCHS,130,BEULAH ELEM,5,34,0,3,54,0,20,6,117,0,111
21,CHESTERFIELD CO PBLC SCHS,130,BEULAH ELEM,KG,41,0,4,52,0,21,6,124,0,118
21,CHESTERFIELD CO PBLC SCHS,130,BEULAH ELEM,PK,7,0,1,7,0,3,1,19,0,18
21,CHESTERFIELD CO PBLC SCHS,20,BON AIR ELEM,1,29,0,0,7,0,77,2,115,0,113
21,CHESTERFIELD CO PBLC SCHS,20,BON AIR ELEM,2,12,1,5,5,0,62,4,89,0,85
21,CHESTERFIELD CO PBLC SCHS,20,BON AIR ELEM,3,23,0,0,9,0,71,6,109,0,103
21,CHESTERFIELD CO PBLC SCHS,20,BON AIR ELEM,4,23,0,1,7,0,65,7,103,0,96
21,CHESTERFIELD CO PBLC SCHS,20,BON AIR ELEM,5,29,0,5,8,0,70,6,118,0,112
21,CHESTERFIELD CO PBLC SCHS,20,BON AIR ELEM,KG,19,0,5,3,0,73,8,108,0,100
21,CHESTERFIELD CO PBLC SCHS,20,BON AIR ELEM,PK,0,0,0,0,0,0,0,0,0,0
21,CHESTERFIELD CO PBLC SCHS,50,C C WELLS ELEM,1,11,1,0,18,1,58,4,93,0,89
21,CHESTERFIELD CO PBLC SCHS,50,C C WELLS ELEM,2,14,2,3,38,3,61,8,129,0,121
21,CHESTERFIELD CO PBLC SCHS,50,C C WELLS ELEM,3,10,0,3,40,0,38,3,94,0,91
21,CHESTERFIELD CO PBLC SCHS,50,C C WELLS ELEM,4,9,0,0,39,0,55,4,107,0,103
21,CHESTERFIELD CO PBLC SCHS,50,C C WELLS ELEM,5,6,0,2,42,0,45,5,100,0,95
21,CHESTERFIELD CO PBLC SCHS,50,C C WELLS ELEM,KG,13,0,0,24,1,51,6,95,0,89
21,CHESTERFIELD CO PBLC SCHS,50,C C WELLS ELEM,PK,0,0,0,0,0,0,0,0,0,0
21,CHESTERFIELD CO PBLC SCHS,492,C E CURTIS ELEM,1,11,0,1,27,1,67,2,109,0,107
21,CHESTERFIELD CO PBLC SCHS,492,C E CURTIS ELEM,2,10,0,0,35,0,64,8,117,0,109
21,CHESTERFIELD CO PBLC SCHS,492,C E CURTIS ELEM,3,8,1,2,32,0,73,5,121,0,116
21,CHESTERFIELD CO PBLC SCHS,492,C E CURTIS ELEM,4,8,1,2,36,1,67,7,122,0,115
21,CHESTERFIELD CO PBLC SCHS,492,C E CURTIS ELEM,5,8,0,3,39,0,65,7,122,0,115
21,CHESTERFIELD CO PBLC SCHS,492,C E CURTIS ELEM,KG,4,0,3,19,0,59,9,94,0,85
21,CHESTERFIELD CO PBLC SCHS,492,C E CURTIS ELEM,PK,1,0,0,5,0,4,1,11,0,10
21,CHESTERFIELD CO PBLC SCHS,30,CARVER COLLEGE AND CAREER ACADEMY,9,6,1,0,29,0,21,5,62,0,57
21,CHESTERFIELD CO PBLC SCHS,30,CARVER COLLEGE AND CAREER ACADEMY,10,13,0,2,34,0,19,6,74,1,68
21,CHESTERFIELD CO PBLC SCHS,30,CARVER COLLEGE AND CAREER ACADEMY,11,9,0,0,14,0,13,0,36,0,36
21,CHESTERFIELD CO PBLC SCHS,30,CARVER COLLEGE AND CAREER ACADEMY,12,11,1,0,34,0,30,3,79,1,76
21,CHESTERFIELD CO PBLC SCHS,420,CARVER MIDDLE,6,35,0,9,152,0,123,23,342,0,319
21,CHESTERFIELD CO PBLC SCHS,420,CARVER MIDDLE,7,41,2,7,183,0,108,16,357,0,341
21,CHESTERFIELD CO PBLC SCHS,420,CARVER MIDDLE,8,35,0,9,174,0,113,21,352,2,331
21,CHESTERFIELD CO PBLC SCHS,150,CLOVER HILL ELEM,1,7,0,6,10,0,73,6,102,0,96
21,CHESTERFIELD CO PBLC SCHS,150,CLOVER HILL ELEM,2,6,0,3,12,0,79,8,108,0,100
21,CHESTERFIELD CO PBLC SCHS,150,CLOVER HILL ELEM,3,11,0,8,22,0,99,14,154,0,140
21,CHESTERFIELD CO PBLC SCHS,150,CLOVER HILL ELEM,4,3,2,2,28,0,78,7,120,0,113
21,CHESTERFIELD CO PBLC SCHS,150,CLOVER HILL ELEM,5,5,0,4,22,0,110,7,148,0,141
21,CHESTERFIELD CO PBLC SCHS,150,CLOVER HILL ELEM,KG,11,0,3,8,0,85,9,116,0,107
21,CHESTERFIELD CO PBLC SCHS,150,CLOVER HILL ELEM,PK,0,0,2,1,0,6,1,10,0,9
21,CHESTERFIELD CO PBLC SCHS,740,CLOVER HILL HIGH,9,41,3,27,93,0,234,31,429,0,398
21,CHESTERFIELD CO PBLC SCHS,740,CLOVER HILL HIGH,10,41,1,29,97,0,279,34,481,1,447
21,CHESTERFIELD CO PBLC SCHS,740,CLOVER HILL HIGH,11,36,2,24,104,0,272,22,460,0,438
21,CHESTERFIELD CO PBLC SCHS,740,CLOVER HILL HIGH,12,49,1,34,126,0,274,23,507,0,484
21,CHESTERFIELD CO PBLC SCHS,840,COSBY HIGH,9,39,2,24,67,0,411,24,567,1,543
21,CHESTERFIELD CO PBLC SCHS,840,COSBY HIGH,10,27,1,23,85,2,377,14,529,1,515
21,CHESTERFIELD CO PBLC SCHS,840,COSBY HIGH,11,37,0,29,83,0,428,22,599,1,577
21,CHESTERFIELD CO PBLC SCHS,840,COSBY HIGH,12,27,0,24,52,0,362,26,491,0,465
21,CHESTERFIELD CO PBLC SCHS,560,CRESTWOOD ELEM,1,33,0,0,15,0,40,4,92,0,88
21,CHESTERFIELD CO PBLC SCHS,560,CRESTWOOD ELEM,2,31,0,3,15,0,51,5,105,0,100
21,CHESTERFIELD CO PBLC SCHS,560,CRESTWOOD ELEM,3,31,0,5,20,0,33,3,92,0,89
21,CHESTERFIELD CO PBLC SCHS,560,CRESTWOOD ELEM,4,26,0,2,16,0,29,5,78,0,73
21,CHESTERFIELD CO PBLC SCHS,560,CRESTWOOD ELEM,5,22,0,2,21,0,31,7,83,0,76
21,CHESTERFIELD CO PBLC SCHS,560,CRESTWOOD ELEM,KG,26,0,8,13,0,36,7,90,0,83
21,CHESTERFIELD CO PBLC SCHS,560,CRESTWOOD ELEM,PK,11,0,1,6,0,4,1,23,0,22
21,CHESTERFIELD CO PBLC SCHS,480,ECOFF ELEM,1,16,0,4,47,1,58,8,134,0,126
21,CHESTERFIELD CO PBLC SCHS,480,ECOFF ELEM,2,20,2,4,38,0,58,5,127,0,122
21,CHESTERFIELD CO PBLC SCHS,480,ECOFF ELEM,3,14,0,1,56,0,53,11,135,0,124
21,CHESTERFIELD CO PBLC SCHS,480,ECOFF ELEM,4,13,0,5,49,0,57,5,129,0,124
21,CHESTERFIELD CO PBLC SCHS,480,ECOFF ELEM,5,9,0,0,54,0,61,4,128,0,124
21,CHESTERFIELD CO PBLC SCHS,480,ECOFF ELEM,KG,13,0,2,41,1,54,7,118,0,111
21,CHESTERFIELD CO PBLC SCHS,480,ECOFF ELEM,PK,1,1,0,8,0,13,2,25,0,23
21,CHESTERFIELD CO PBLC SCHS,870,ELIZABETH DAVIS MIDDLE,6,65,0,12,111,0,202,20,410,0,390
21,CHESTERFIELD CO PBLC SCHS,870,ELIZABETH DAVIS MIDDLE,7,86,0,13,102,1,217,16,435,1,419
21,CHESTERFIELD CO PBLC SCHS,870,ELIZABETH DAVIS MIDDLE,8,76,1,18,109,1,190,30,425,0,395
21,CHESTERFIELD CO PBLC SCHS,850,ELIZABETH SCOTT ELEM,1,77,0,6,31,0,55,14,183,0,169
21,CHESTERFIELD CO PBLC SCHS,850,ELIZABETH SCOTT ELEM,2,74,2,7,29,1,56,10,179,0,169
21,CHESTERFIELD CO PBLC SCHS,850,ELIZABETH SCOTT ELEM,3,47,0,1,26,2,69,7,152,0,145
21,CHESTERFIELD CO PBLC SCHS,850,ELIZABETH SCOTT ELEM,4,60,0,7,31,1,60,7,166,0,159
21,CHESTERFIELD CO PBLC SCHS,850,ELIZABETH SCOTT ELEM,5,56,1,10,41,2,63,10,183,0,173
21,CHESTERFIELD CO PBLC SCHS,850,ELIZABETH SCOTT ELEM,KG,47,2,9,25,2,56,4,145,0,141
21,CHESTERFIELD CO PBLC SCHS,850,ELIZABETH SCOTT ELEM,PK,15,0,0,0,1,2,0,18,8,18
21,CHESTERFIELD CO PBLC SCHS,390,ENON ELEM,1,8,1,5,18,0,51,8,91,0,83
21,CHESTERFIELD CO PBLC SCHS,390,ENON ELEM,2,6,0,3,32,0,45,7,93,0,86
21,CHESTERFIELD CO PBLC SCHS,390,ENON ELEM,3,11,0,3,25,1,36,2,78,0,76
21,CHESTERFIELD CO PBLC SCHS,390,ENON ELEM,4,4,0,3,19,0,46,2,74,0,72
21,CHESTERFIELD CO PBLC SCHS,390,ENON ELEM,5,9,0,1,26,0,48,6,90,0,84
21,CHESTERFIELD CO PBLC SCHS,390,ENON ELEM,KG,9,0,1,24,0,48,3,85,0,82
21,CHESTERFIELD CO PBLC SCHS,390,ENON ELEM,PK,0,0,0,1,0,4,0,5,0,5
21,CHESTERFIELD CO PBLC SCHS,350,ETTRICK ELEM,1,1,1,0,53,0,13,2,70,0,68
21,CHESTERFIELD CO PBLC SCHS,350,ETTRICK ELEM,2,5,0,0,57,0,36,3,101,0,98
21,CHESTERFIELD CO PBLC SCHS,350,ETTRICK ELEM,3,4,0,1,53,0,22,4,84,0,80
21,CHESTERFIELD CO PBLC SCHS,350,ETTRICK ELEM,4,5,0,0,58,1,23,8,95,0,87
21,CHESTERFIELD CO PBLC SCHS,350,ETTRICK ELEM,5,3,1,0,71,0,30,3,108,0,105
21,CHESTERFIELD CO PBLC SCHS,350,ETTRICK ELEM,KG,5,0,1,54,0,25,6,91,0,85
21,CHESTERFIELD CO PBLC SCHS,350,ETTRICK ELEM,PK,1,0,0,27,0,3,4,35,0,31
21,CHESTERFIELD CO PBLC SCHS,300,EVERGREEN ELEM,1,15,0,8,26,1,131,13,194,0,181
21,CHESTERFIELD CO PBLC SCHS,300,EVERGREEN ELEM,2,12,0,13,20,0,118,12,175,0,163
21,CHESTERFIELD CO PBLC SCHS,300,EVERGREEN ELEM,3,10,0,12,31,1,110,5,169,0,164
21,CHESTERFIELD CO PBLC SCHS,300,EVERGREEN ELEM,4,7,0,8,24,0,113,5,157,0,152
21,CHESTERFIELD CO PBLC SCHS,300,EVERGREEN ELEM,5,9,0,14,27,2,102,10,164,0,154
21,CHESTERFIELD CO PBLC SCHS,300,EVERGREEN ELEM,KG,17,0,14,20,0,108,5,164,0,159
21,CHESTERFIELD CO PBLC SCHS,300,EVERGREEN ELEM,PK,1,0,0,3,0,3,2,9,0,7
21,CHESTERFIELD CO PBLC SCHS,590,FALLING CREEK ELEM,1,54,0,3,47,0,10,7,121,0,114
21,CHESTERFIELD CO PBLC SCHS,590,FALLING CREEK ELEM,2,52,0,3,43,1,6,3,108,0,105
21,CHESTERFIELD CO PBLC SCHS,590,FALLING CREEK ELEM,3,48,0,4,44,0,10,3,109,0,106
21,CHESTERFIELD CO PBLC SCHS,590,FALLING CREEK ELEM,4,58,0,6,54,1,13,0,132,0,132
21,CHESTERFIELD CO PBLC SCHS,590,FALLING CREEK ELEM,5,47,0,8,41,1,18,4,119,0,115
21,CHESTERFIELD CO PBLC SCHS,590,FALLING CREEK ELEM,KG,68,0,1,61,1,11,3,145,0,142
21,CHESTERFIELD CO PBLC SCHS,590,FALLING CREEK ELEM,PK,26,0,4,23,0,2,1,56,0,55
21,CHESTERFIELD CO PBLC SCHS,670,FALLING CREEK MIDDLE,6,199,0,8,203,2,31,15,458,0,443
21,CHESTERFIELD CO PBLC SCHS,670,FALLING CREEK MIDDLE,7,206,0,10,181,0,31,18,446,0,428
21,CHESTERFIELD CO PBLC SCHS,670,FALLING CREEK MIDDLE,8,151,0,8,172,0,32,6,369,0,363
21,CHESTERFIELD CO PBLC SCHS,180,GRANGE HALL ELEM,1,6,0,5,12,1,108,4,136,0,132
21,CHESTERFIELD CO PBLC SCHS,180,GRANGE HALL ELEM,2,7,0,4,8,0,109,4,132,0,128
21,CHESTERFIELD CO PBLC SCHS,180,GRANGE HALL ELEM,3,7,0,1,11,0,104,5,128,0,123
21,CHESTERFIELD CO PBLC SCHS,180,GRANGE HALL ELEM,4,12,0,2,14,0,108,2,138,0,136
21,CHESTERFIELD CO PBLC SCHS,180,GRANGE HALL ELEM,5,9,0,4,11,0,122,4,150,0,146
21,CHESTERFIELD CO PBLC SCHS,180,GRANGE HALL ELEM,KG,3,0,2,6,0,91,8,110,0,102
21,CHESTERFIELD CO PBLC SCHS,180,GRANGE HALL ELEM,PK,0,0,0,0,0,1,0,1,0,1
21,CHESTERFIELD CO PBLC SCHS,70,GREENFIELD ELEM,1,5,0,6,12,0,43,3,69,0,66
21,CHESTERFIELD CO PBLC SCHS,70,GREENFIELD ELEM,2,8,0,6,13,0,37,6,70,0,64
21,CHESTERFIELD CO PBLC SCHS,70,GREENFIELD ELEM,3,6,0,10,20,0,65,7,108,0,101
21,CHESTERFIELD CO PBLC SCHS,70,GREENFIELD ELEM,4,11,0,6,12,0,93,5,127,0,122
21,CHESTERFIELD CO PBLC SCHS,70,GREENFIELD ELEM,5,10,0,16,15,0,91,3,135,0,132
21,CHESTERFIELD CO PBLC SCHS,70,GREENFIELD ELEM,KG,9,0,3,14,0,40,7,73,0,66
21,CHESTERFIELD CO PBLC SCHS,70,GREENFIELD ELEM,PK,0,0,0,0,0,0,0,0,0,0
21,CHESTERFIELD CO PBLC SCHS,460,HARROWGATE ELEM,1,12,0,0,36,0,28,7,83,0,76
21,CHESTERFIELD CO PBLC SCHS,460,HARROWGATE ELEM,2,11,1,0,32,1,30,5,80,0,75
21,CHESTERFIELD CO PBLC SCHS,460,HARROWGATE ELEM,3,19,0,1,45,0,33,5,103,0,98
21,CHESTERFIELD CO PBLC SCHS,460,HARROWGATE ELEM,4,18,0,0,57,1,35,4,115,0,111
21,CHESTERFIELD CO PBLC SCHS,460,HARROWGATE ELEM,5,13,0,0,48,0,28,7,96,0,89
21,CHESTERFIELD CO PBLC SCHS,460,HARROWGATE ELEM,KG,15,0,0,38,1,26,7,87,0,80
21,CHESTERFIELD CO PBLC SCHS,460,HARROWGATE ELEM,PK,5,0,0,16,0,10,2,33,0,31
21,CHESTERFIELD CO PBLC SCHS,60,HOPKINS ROAD ELEM,1,42,0,4,43,0,12,4,105,0,101
21,CHESTERFIELD CO PBLC SCHS,60,HOPKINS ROAD ELEM,2,30,0,0,51,2,4,5,92,0,87
21,CHESTERFIELD CO PBLC SCHS,60,HOPKINS ROAD ELEM,3,42,0,0,49,1,12,4,108,0,104
21,CHESTERFIELD CO PBLC SCHS,60,HOPKINS ROAD ELEM,4,36,0,1,55,0,9,4,105,0,101
21,CHESTERFIELD CO PBLC SCHS,60,HOPKINS ROAD ELEM,5,35,0,2,37,0,5,4,83,0,79
21,CHESTERFIELD CO PBLC SCHS,60,HOPKINS ROAD ELEM,KG,31,0,4,35,0,9,2,81,0,79
21,CHESTERFIELD CO PBLC SCHS,60,HOPKINS ROAD ELEM,PK,16,0,0,16,0,3,2,37,0,35
21,CHESTERFIELD CO PBLC SCHS,550,J A CHALKLEY ELEM,1,58,0,0,52,0,4,1,115,0,114
21,CHESTERFIELD CO PBLC SCHS,550,J A CHALKLEY ELEM,2,57,0,2,58,0,9,1,127,0,126
21,CHESTERFIELD CO PBLC SCHS,550,J A CHALKLEY ELEM,3,61,0,0,52,0,4,4,121,0,117
21,CHESTERFIELD CO PBLC SCHS,550,J A CHALKLEY ELEM,4,69,1,1,64,0,4,4,143,0,139
21,CHESTERFIELD CO PBLC SCHS,550,J A CHALKLEY ELEM,5,69,0,0,65,0,6,8,148,0,140
21,CHESTERFIELD CO PBLC SCHS,550,J A CHALKLEY ELEM,KG,56,0,3,69,0,6,4,138,0,134
21,CHESTERFIELD CO PBLC SCHS,550,J A CHALKLEY ELEM,PK,31,0,0,38,0,4,4,77,0,73
21,CHESTERFIELD CO PBLC SCHS,650,J B WATKINS ELEM,1,10,1,15,21,0,159,12,218,0,206
21,CHESTERFIELD CO PBLC SCHS,650,J B WATKINS ELEM,2,3,1,17,14,0,163,8,206,0,198
