Division No.,Division Name,School No.,School Name,Grade,Hispanic,American_Indian_Alaska_Native ,Asian,Black,Native_Hawaiian_Pacific_Islander ,White,Two_More_Races,"Total Full-time Students",Part-time Students,Totals
19,CHARLES CITY CO PBLC SCHS,80,CHARLES CITY CO ELEM,6,0,2,0,36,2,17,3,60,0,60
19,CHARLES CITY CO PBLC SCHS,80,CHARLES CITY CO ELEM,KG,0,1,0,27,0,10,5,43,0,43
19,CHARLES CITY CO PBLC SCHS,80,CHARLES CITY CO ELEM,PK,1,0,0,16,0,11,3,31,0,31
19,CHARLES CITY CO PBLC SCHS,100,CHARLES CITY CO HIGH,7,1,2,0,27,0,13,1,44,0,44
19,CHARLES CITY CO PBLC SCHS,100,CHARLES CITY CO HIGH,8,1,6,0,32,1,19,0,59,0,59
19,CHARLES CITY CO PBLC SCHS,100,CHARLES CITY CO HIGH,9,2,3,0,40,0,22,1,68,0,68
19,CHARLES CITY CO PBLC SCHS,100,CHARLES CITY CO HIGH,10,1,2,0,26,0,10,1,40,0,40
19,CHARLES CITY CO PBLC SCHS,100,CHARLES CITY CO HIGH,11,0,1,1,31,0,16,0,49,0,49
19,CHARLES CITY CO PBLC SCHS,100,CHARLES CITY CO HIGH,12,1,6,0,39,0,12,0,58,0,58
20,CHARLOTTE CO PBLC SCHS,470,BACON DISTRICT ELEM,1,2,0,0,9,0,15,1,27,0,27
20,CHARLOTTE CO PBLC SCHS,470,BACON DISTRICT ELEM,2,1,0,0,17,0,15,0,33,0,33
20,CHARLOTTE CO PBLC SCHS,470,BACON DISTRICT ELEM,3,0,0,0,13,0,9,1,23,0,23
20,CHARLOTTE CO PBLC SCHS,470,BACON DISTRICT ELEM,4,2,1,0,15,0,10,0,28,0,28
20,CHARLOTTE CO PBLC SCHS,470,BACON DISTRICT ELEM,5,1,0,0,18,0,6,2,27,0,27
20,CHARLOTTE CO PBLC SCHS,470,BACON DISTRICT ELEM,KG,0,0,0,11,0,20,0,31,0,31
20,CHARLOTTE CO PBLC SCHS,470,BACON DISTRICT ELEM,PK,0,0,0,2,0,12,0,14,0,14
20,CHARLOTTE CO PBLC SCHS,210,CENTRAL MIDDLE,6,3,0,0,51,0,101,6,161,0,161
20,CHARLOTTE CO PBLC SCHS,210,CENTRAL MIDDLE,7,3,0,2,50,0,92,7,154,0,154
20,CHARLOTTE CO PBLC SCHS,210,CENTRAL MIDDLE,8,1,1,1,35,0,83,7,128,0,128
20,CHARLOTTE CO PBLC SCHS,100,EUREKA ELEM,1,4,0,0,24,0,43,3,74,0,74
20,CHARLOTTE CO PBLC SCHS,100,EUREKA ELEM,2,3,1,0,20,0,49,4,77,0,77
20,CHARLOTTE CO PBLC SCHS,100,EUREKA ELEM,3,1,0,1,14,0,52,5,73,0,73
20,CHARLOTTE CO PBLC SCHS,100,EUREKA ELEM,4,2,1,0,11,0,43,7,64,0,64
20,CHARLOTTE CO PBLC SCHS,100,EUREKA ELEM,5,5,0,0,17,0,51,1,74,0,74
20,CHARLOTTE CO PBLC SCHS,100,EUREKA ELEM,KG,3,0,0,23,0,52,8,86,0,86
20,CHARLOTTE CO PBLC SCHS,100,EUREKA ELEM,PK,3,1,1,12,0,31,9,57,0,57
20,CHARLOTTE CO PBLC SCHS,450,PHENIX ELEM,1,0,1,0,3,0,23,3,30,0,30
20,CHARLOTTE CO PBLC SCHS,450,PHENIX ELEM,2,0,0,0,15,0,27,3,45,0,45
20,CHARLOTTE CO PBLC SCHS,450,PHENIX ELEM,3,0,0,0,10,0,32,1,43,0,43
20,CHARLOTTE CO PBLC SCHS,450,PHENIX ELEM,4,0,0,0,11,0,23,0,34,0,34
20,CHARLOTTE CO PBLC SCHS,450,PHENIX ELEM,5,0,0,0,11,0,21,4,36,0,36
20,CHARLOTTE CO PBLC SCHS,450,PHENIX ELEM,KG,0,0,0,8,0,31,1,40,0,40
20,CHARLOTTE CO PBLC SCHS,450,PHENIX ELEM,PK,0,0,0,1,0,15,2,18,0,18
20,CHARLOTTE CO PBLC SCHS,460,RANDOLPH-HENRY HIGH,9,4,0,0,46,0,75,7,132,0,132
20,CHARLOTTE CO PBLC SCHS,460,RANDOLPH-HENRY HIGH,10,2,0,1,40,0,89,3,135,0,135
20,CHARLOTTE CO PBLC SCHS,460,RANDOLPH-HENRY HIGH,11,6,0,0,52,0,83,7,148,0,148
20,CHARLOTTE CO PBLC SCHS,460,RANDOLPH-HENRY HIGH,12,2,0,1,49,0,78,2,132,0,132
104,CHARLOTTESVILLE CTY PBLC SCHS,100,BUFORD MIDDLE,7,40,0,19,82,0,94,18,253,1,253
104,CHARLOTTESVILLE CTY PBLC SCHS,100,BUFORD MIDDLE,8,35,0,21,90,0,94,12,252,1,252
104,CHARLOTTESVILLE CTY PBLC SCHS,70,BURNLEY-MORAN ELEM,1,6,0,3,14,0,46,3,72,0,72
104,CHARLOTTESVILLE CTY PBLC SCHS,70,BURNLEY-MORAN ELEM,2,7,0,1,26,0,38,4,76,0,76
104,CHARLOTTESVILLE CTY PBLC SCHS,70,BURNLEY-MORAN ELEM,3,7,0,6,23,0,46,4,86,0,86
104,CHARLOTTESVILLE CTY PBLC SCHS,70,BURNLEY-MORAN ELEM,4,1,0,1,31,0,36,2,71,0,71
104,CHARLOTTESVILLE CTY PBLC SCHS,70,BURNLEY-MORAN ELEM,KG,13,0,1,27,0,35,5,81,0,81
104,CHARLOTTESVILLE CTY PBLC SCHS,70,BURNLEY-MORAN ELEM,PK,1,0,1,13,0,3,3,21,0,21
104,CHARLOTTESVILLE CTY PBLC SCHS,140,CHARLOTTESVILLE HIGH,9,43,0,19,113,0,157,20,352,0,352
104,CHARLOTTESVILLE CTY PBLC SCHS,140,CHARLOTTESVILLE HIGH,10,33,0,17,103,1,128,11,293,1,293
104,CHARLOTTESVILLE CTY PBLC SCHS,140,CHARLOTTESVILLE HIGH,11,29,0,18,83,0,116,7,253,1,253
104,CHARLOTTESVILLE CTY PBLC SCHS,140,CHARLOTTESVILLE HIGH,12,29,2,22,96,0,137,12,298,1,298
104,CHARLOTTESVILLE CTY PBLC SCHS,50,CLARK ELEM,1,7,0,3,28,0,21,4,63,0,63
104,CHARLOTTESVILLE CTY PBLC SCHS,50,CLARK ELEM,2,8,0,0,33,0,18,7,66,0,66
104,CHARLOTTESVILLE CTY PBLC SCHS,50,CLARK ELEM,3,10,0,3,28,0,12,2,55,0,55
104,CHARLOTTESVILLE CTY PBLC SCHS,50,CLARK ELEM,4,11,0,2,27,0,11,1,52,0,52
104,CHARLOTTESVILLE CTY PBLC SCHS,50,CLARK ELEM,KG,6,0,3,35,0,20,2,66,0,66
104,CHARLOTTESVILLE CTY PBLC SCHS,50,CLARK ELEM,PK,8,0,1,31,0,9,4,53,0,53
104,CHARLOTTESVILLE CTY PBLC SCHS,90,GREENBRIER ELEM,1,7,0,12,10,0,46,7,82,0,82
104,CHARLOTTESVILLE CTY PBLC SCHS,90,GREENBRIER ELEM,2,11,0,15,14,0,28,8,76,0,76
104,CHARLOTTESVILLE CTY PBLC SCHS,90,GREENBRIER ELEM,3,12,0,7,14,0,39,3,75,0,75
104,CHARLOTTESVILLE CTY PBLC SCHS,90,GREENBRIER ELEM,4,8,0,7,14,0,26,6,61,0,61
104,CHARLOTTESVILLE CTY PBLC SCHS,90,GREENBRIER ELEM,KG,10,0,7,9,0,29,8,63,0,63
104,CHARLOTTESVILLE CTY PBLC SCHS,90,GREENBRIER ELEM,PK,6,0,4,8,0,5,3,26,0,26
104,CHARLOTTESVILLE CTY PBLC SCHS,120,JACKSON-VIA ELEM,1,8,0,0,35,0,12,6,61,0,61
104,CHARLOTTESVILLE CTY PBLC SCHS,120,JACKSON-VIA ELEM,2,11,0,2,29,0,14,4,60,0,60
104,CHARLOTTESVILLE CTY PBLC SCHS,120,JACKSON-VIA ELEM,3,10,0,1,35,0,11,6,63,0,63
104,CHARLOTTESVILLE CTY PBLC SCHS,120,JACKSON-VIA ELEM,4,14,0,1,24,0,15,4,58,0,58
104,CHARLOTTESVILLE CTY PBLC SCHS,120,JACKSON-VIA ELEM,KG,12,0,1,32,0,18,4,67,0,67
104,CHARLOTTESVILLE CTY PBLC SCHS,120,JACKSON-VIA ELEM,PK,5,1,1,31,0,4,1,43,0,43
104,CHARLOTTESVILLE CTY PBLC SCHS,10,JOHNSON ELEM,1,9,1,3,26,0,21,4,64,0,64
104,CHARLOTTESVILLE CTY PBLC SCHS,10,JOHNSON ELEM,2,5,0,2,34,0,12,7,60,0,60
104,CHARLOTTESVILLE CTY PBLC SCHS,10,JOHNSON ELEM,3,9,0,5,30,0,22,1,67,0,67
104,CHARLOTTESVILLE CTY PBLC SCHS,10,JOHNSON ELEM,4,4,1,2,20,0,17,5,49,0,49
104,CHARLOTTESVILLE CTY PBLC SCHS,10,JOHNSON ELEM,KG,9,2,5,24,0,22,3,65,0,65
104,CHARLOTTESVILLE CTY PBLC SCHS,10,JOHNSON ELEM,PK,5,0,1,35,0,5,7,53,0,53
104,CHARLOTTESVILLE CTY PBLC SCHS,40,VENABLE ELEM,1,4,0,5,12,0,46,1,68,0,68
104,CHARLOTTESVILLE CTY PBLC SCHS,40,VENABLE ELEM,2,2,0,7,12,0,40,5,66,0,66
104,CHARLOTTESVILLE CTY PBLC SCHS,40,VENABLE ELEM,3,3,0,5,16,0,37,5,66,0,66
104,CHARLOTTESVILLE CTY PBLC SCHS,40,VENABLE ELEM,4,3,0,4,15,0,34,2,58,0,58
104,CHARLOTTESVILLE CTY PBLC SCHS,40,VENABLE ELEM,KG,5,0,2,8,0,36,4,55,0,55
104,CHARLOTTESVILLE CTY PBLC SCHS,40,VENABLE ELEM,PK,2,0,8,17,0,4,3,34,0,34
104,CHARLOTTESVILLE CTY PBLC SCHS,110,WALKER UPPER ELEM,5,47,0,16,98,0,107,25,293,2,293
104,CHARLOTTESVILLE CTY PBLC SCHS,110,WALKER UPPER ELEM,6,30,1,22,115,0,90,17,275,0,275
136,CHESAPEAKE CITY PBLC SCHS,630,B M WILLIAMS PRIMARY,1,36,3,7,121,2,88,23,280,0,280
136,CHESAPEAKE CITY PBLC SCHS,630,B M WILLIAMS PRIMARY,2,35,1,8,104,1,78,28,255,0,255
136,CHESAPEAKE CITY PBLC SCHS,630,B M WILLIAMS PRIMARY,KA,19,0,3,60,0,27,12,121,0,121
136,CHESAPEAKE CITY PBLC SCHS,630,B M WILLIAMS PRIMARY,KG,0,0,0,0,0,0,0,0,0,0
136,CHESAPEAKE CITY PBLC SCHS,630,B M WILLIAMS PRIMARY,KP,16,0,10,29,0,36,12,103,0,103
136,CHESAPEAKE CITY PBLC SCHS,630,B M WILLIAMS PRIMARY,PK,13,0,3,54,0,41,13,124,0,124
136,CHESAPEAKE CITY PBLC SCHS,860,BUTTS ROAD INT,3,13,0,4,8,0,148,20,193,0,193
136,CHESAPEAKE CITY PBLC SCHS,860,BUTTS ROAD INT,4,13,1,8,8,1,170,10,211,0,211
136,CHESAPEAKE CITY PBLC SCHS,860,BUTTS ROAD INT,5,10,2,4,9,1,190,17,233,0,233
136,CHESAPEAKE CITY PBLC SCHS,770,BUTTS ROAD PRIMARY,1,19,0,6,6,0,150,14,195,0,195
136,CHESAPEAKE CITY PBLC SCHS,770,BUTTS ROAD PRIMARY,2,14,1,5,5,1,167,5,198,0,198
136,CHESAPEAKE CITY PBLC SCHS,770,BUTTS ROAD PRIMARY,KA,2,0,2,1,0,67,7,79,0,79
136,CHESAPEAKE CITY PBLC SCHS,770,BUTTS ROAD PRIMARY,KP,2,0,2,2,1,46,6,59,0,59
136,CHESAPEAKE CITY PBLC SCHS,770,BUTTS ROAD PRIMARY,PK,2,0,0,0,0,23,4,29,0,29
136,CHESAPEAKE CITY PBLC SCHS,90,CAMELOT ELEM,1,4,0,0,59,1,15,9,88,0,88
136,CHESAPEAKE CITY PBLC SCHS,90,CAMELOT ELEM,2,5,0,0,53,1,11,7,77,0,77
136,CHESAPEAKE CITY PBLC SCHS,90,CAMELOT ELEM,3,6,0,1,62,0,7,4,80,0,80
136,CHESAPEAKE CITY PBLC SCHS,90,CAMELOT ELEM,4,3,0,2,55,1,9,8,78,0,78
136,CHESAPEAKE CITY PBLC SCHS,90,CAMELOT ELEM,5,5,0,3,59,0,5,3,75,0,75
136,CHESAPEAKE CITY PBLC SCHS,90,CAMELOT ELEM,KG,12,0,0,51,1,13,6,83,0,83
136,CHESAPEAKE CITY PBLC SCHS,90,CAMELOT ELEM,PK,10,1,1,35,0,19,13,79,0,79
136,CHESAPEAKE CITY PBLC SCHS,900,CEDAR ROAD ELEM,1,7,0,6,11,0,78,7,109,0,109
136,CHESAPEAKE CITY PBLC SCHS,900,CEDAR ROAD ELEM,2,12,2,11,12,0,105,8,150,0,150
136,CHESAPEAKE CITY PBLC SCHS,900,CEDAR ROAD ELEM,3,11,0,9,15,0,104,11,150,0,150
136,CHESAPEAKE CITY PBLC SCHS,900,CEDAR ROAD ELEM,4,15,1,9,20,0,102,10,157,0,157
136,CHESAPEAKE CITY PBLC SCHS,900,CEDAR ROAD ELEM,5,18,1,6,14,0,101,8,148,0,148
136,CHESAPEAKE CITY PBLC SCHS,900,CEDAR ROAD ELEM,KA,6,1,1,6,0,34,8,56,0,56
136,CHESAPEAKE CITY PBLC SCHS,900,CEDAR ROAD ELEM,KG,0,0,0,0,0,0,0,0,0,0
136,CHESAPEAKE CITY PBLC SCHS,900,CEDAR ROAD ELEM,KP,2,1,4,1,0,35,1,44,0,44
136,CHESAPEAKE CITY PBLC SCHS,900,CEDAR ROAD ELEM,PK,1,1,0,0,0,10,1,13,0,13
136,CHESAPEAKE CITY PBLC SCHS,700,CRESTWOOD INTERMEDIATE,3,24,1,10,107,2,78,22,244,0,244
136,CHESAPEAKE CITY PBLC SCHS,700,CRESTWOOD INTERMEDIATE,4,26,0,7,146,0,81,26,286,0,286
136,CHESAPEAKE CITY PBLC SCHS,700,CRESTWOOD INTERMEDIATE,5,23,0,10,115,1,73,23,245,0,245
136,CHESAPEAKE CITY PBLC SCHS,560,CRESTWOOD MIDDLE,6,13,0,6,96,0,62,11,188,0,188
136,CHESAPEAKE CITY PBLC SCHS,560,CRESTWOOD MIDDLE,7,19,0,6,95,1,55,15,191,0,191
136,CHESAPEAKE CITY PBLC SCHS,560,CRESTWOOD MIDDLE,8,14,0,4,71,1,48,13,151,0,151
136,CHESAPEAKE CITY PBLC SCHS,660,DEEP CREEK CENTRAL ELEM,1,9,0,3,23,2,67,8,112,0,112
136,CHESAPEAKE CITY PBLC SCHS,660,DEEP CREEK CENTRAL ELEM,2,9,0,1,26,0,50,16,102,0,102
136,CHESAPEAKE CITY PBLC SCHS,660,DEEP CREEK CENTRAL ELEM,3,8,1,2,35,0,53,13,112,0,112
136,CHESAPEAKE CITY PBLC SCHS,660,DEEP CREEK CENTRAL ELEM,4,19,1,0,35,0,47,11,113,0,113
136,CHESAPEAKE CITY PBLC SCHS,660,DEEP CREEK CENTRAL ELEM,5,11,0,5,31,0,60,15,122,0,122
136,CHESAPEAKE CITY PBLC SCHS,660,DEEP CREEK CENTRAL ELEM,KA,2,1,0,7,0,25,7,42,0,42
136,CHESAPEAKE CITY PBLC SCHS,660,DEEP CREEK CENTRAL ELEM,KP,7,0,1,10,0,22,4,44,0,44
136,CHESAPEAKE CITY PBLC SCHS,660,DEEP CREEK CENTRAL ELEM,PK,3,0,0,2,0,11,1,17,0,17
136,CHESAPEAKE CITY PBLC SCHS,210,DEEP CREEK ELEM,1,20,1,1,21,0,77,11,131,0,131
136,CHESAPEAKE CITY PBLC SCHS,210,DEEP CREEK ELEM,2,14,2,2,23,0,71,7,119,0,119
136,CHESAPEAKE CITY PBLC SCHS,210,DEEP CREEK ELEM,3,13,0,6,19,0,74,7,119,0,119
136,CHESAPEAKE CITY PBLC SCHS,210,DEEP CREEK ELEM,4,13,0,0,25,0,92,6,136,0,136
136,CHESAPEAKE CITY PBLC SCHS,210,DEEP CREEK ELEM,5,19,2,3,23,0,65,11,123,0,123
136,CHESAPEAKE CITY PBLC SCHS,210,DEEP CREEK ELEM,KA,3,1,0,5,0,35,4,48,0,48
136,CHESAPEAKE CITY PBLC SCHS,210,DEEP CREEK ELEM,KP,12,0,0,4,0,18,4,38,0,38
136,CHESAPEAKE CITY PBLC SCHS,210,DEEP CREEK ELEM,PK,2,0,0,4,0,10,3,19,0,19
136,CHESAPEAKE CITY PBLC SCHS,100,DEEP CREEK HIGH,9,53,2,13,165,0,174,23,430,0,430
136,CHESAPEAKE CITY PBLC SCHS,100,DEEP CREEK HIGH,10,44,1,12,179,1,190,27,454,0,454
136,CHESAPEAKE CITY PBLC SCHS,100,DEEP CREEK HIGH,11,25,0,4,164,0,149,27,369,0,369
136,CHESAPEAKE CITY PBLC SCHS,100,DEEP CREEK HIGH,12,22,1,11,131,0,132,20,317,0,317
136,CHESAPEAKE CITY PBLC SCHS,610,DEEP CREEK MIDDLE,6,15,1,2,47,0,85,6,156,0,156
136,CHESAPEAKE CITY PBLC SCHS,610,DEEP CREEK MIDDLE,7,25,0,1,44,0,84,19,173,0,173
136,CHESAPEAKE CITY PBLC SCHS,610,DEEP CREEK MIDDLE,8,19,0,3,46,0,78,6,152,0,152
136,CHESAPEAKE CITY PBLC SCHS,640,EDWIN W CHITTUM ELEM,1,4,0,2,13,0,91,12,122,0,122
136,CHESAPEAKE CITY PBLC SCHS,640,EDWIN W CHITTUM ELEM,2,11,0,2,12,0,96,11,132,0,132
136,CHESAPEAKE CITY PBLC SCHS,640,EDWIN W CHITTUM ELEM,3,4,2,2,28,0,86,7,129,0,129
136,CHESAPEAKE CITY PBLC SCHS,640,EDWIN W CHITTUM ELEM,4,5,0,4,14,0,102,14,139,0,139
136,CHESAPEAKE CITY PBLC SCHS,640,EDWIN W CHITTUM ELEM,5,15,0,3,22,0,91,4,135,0,135
136,CHESAPEAKE CITY PBLC SCHS,640,EDWIN W CHITTUM ELEM,KA,1,1,3,7,0,45,2,59,0,59
136,CHESAPEAKE CITY PBLC SCHS,640,EDWIN W CHITTUM ELEM,KG,0,0,0,1,0,0,0,1,0,1
136,CHESAPEAKE CITY PBLC SCHS,640,EDWIN W CHITTUM ELEM,KP,4,0,1,5,0,35,1,46,0,46
136,CHESAPEAKE CITY PBLC SCHS,640,EDWIN W CHITTUM ELEM,PK,2,0,0,2,0,11,1,16,0,16
136,CHESAPEAKE CITY PBLC SCHS,720,G A TREAKLE ELEM,1,9,0,1,35,0,32,9,86,0,86
136,CHESAPEAKE CITY PBLC SCHS,720,G A TREAKLE ELEM,2,6,0,0,30,0,30,7,73,0,73
136,CHESAPEAKE CITY PBLC SCHS,720,G A TREAKLE ELEM,3,9,1,1,36,0,29,9,85,0,85
136,CHESAPEAKE CITY PBLC SCHS,720,G A TREAKLE ELEM,4,11,0,1,35,1,50,6,104,0,104
136,CHESAPEAKE CITY PBLC SCHS,720,G A TREAKLE ELEM,5,13,0,2,33,0,23,7,78,0,78
136,CHESAPEAKE CITY PBLC SCHS,720,G A TREAKLE ELEM,KG,8,0,1,27,0,30,11,77,0,77
136,CHESAPEAKE CITY PBLC SCHS,720,G A TREAKLE ELEM,PK,0,0,0,2,0,5,2,9,0,9
136,CHESAPEAKE CITY PBLC SCHS,50,GEORGE W CARVER INT,3,37,0,1,94,0,37,18,187,0,187
136,CHESAPEAKE CITY PBLC SCHS,50,GEORGE W CARVER INT,4,30,0,1,93,0,48,7,179,0,179
136,CHESAPEAKE CITY PBLC SCHS,50,GEORGE W CARVER INT,5,45,0,1,120,0,41,7,214,0,214
136,CHESAPEAKE CITY PBLC SCHS,820,GEORGETOWN PRIMARY,1,20,1,5,96,0,53,12,187,0,187
136,CHESAPEAKE CITY PBLC SCHS,820,GEORGETOWN PRIMARY,2,21,0,5,101,0,46,12,185,0,185
136,CHESAPEAKE CITY PBLC SCHS,820,GEORGETOWN PRIMARY,3,20,2,4,112,0,42,10,190,0,190
136,CHESAPEAKE CITY PBLC SCHS,820,GEORGETOWN PRIMARY,KG,20,1,1,80,1,44,19,166,0,166
136,CHESAPEAKE CITY PBLC SCHS,820,GEORGETOWN PRIMARY,PK,10,0,1,54,1,23,4,93,0,93
136,CHESAPEAKE CITY PBLC SCHS,950,GRASSFIELD ELEM,1,20,0,1,24,1,100,16,162,0,162
136,CHESAPEAKE CITY PBLC SCHS,950,GRASSFIELD ELEM,2,11,0,2,29,0,100,11,153,0,153
136,CHESAPEAKE CITY PBLC SCHS,950,GRASSFIELD ELEM,3,13,0,4,31,0,105,15,168,0,168
136,CHESAPEAKE CITY PBLC SCHS,950,GRASSFIELD ELEM,4,24,0,6,31,1,114,17,193,0,193
136,CHESAPEAKE CITY PBLC SCHS,950,GRASSFIELD ELEM,5,19,0,6,28,2,93,12,160,0,160
136,CHESAPEAKE CITY PBLC SCHS,950,GRASSFIELD ELEM,KA,3,0,0,7,0,43,6,59,0,59
136,CHESAPEAKE CITY PBLC SCHS,950,GRASSFIELD ELEM,KG,0,0,0,0,0,0,0,0,0,0
136,CHESAPEAKE CITY PBLC SCHS,950,GRASSFIELD ELEM,KP,6,0,0,8,0,35,8,57,0,57
136,CHESAPEAKE CITY PBLC SCHS,950,GRASSFIELD ELEM,PK,1,0,1,4,0,11,3,20,0,20
136,CHESAPEAKE CITY PBLC SCHS,960,GRASSFIELD HIGH,9,42,3,16,80,0,362,46,549,0,549
136,CHESAPEAKE CITY PBLC SCHS,960,GRASSFIELD HIGH,10,26,2,16,92,2,363,54,555,0,555
136,CHESAPEAKE CITY PBLC SCHS,960,GRASSFIELD HIGH,11,35,2,14,92,1,332,45,521,0,521
136,CHESAPEAKE CITY PBLC SCHS,960,GRASSFIELD HIGH,12,36,0,8,102,1,304,31,482,0,482
136,CHESAPEAKE CITY PBLC SCHS,120,GREAT BRIDGE HIGH,9,23,0,6,76,0,215,31,351,0,351
136,CHESAPEAKE CITY PBLC SCHS,120,GREAT BRIDGE HIGH,10,28,2,8,76,3,222,21,360,0,360
136,CHESAPEAKE CITY PBLC SCHS,120,GREAT BRIDGE HIGH,11,24,2,8,53,2,221,23,333,0,333
136,CHESAPEAKE CITY PBLC SCHS,120,GREAT BRIDGE HIGH,12,18,1,6,63,1,226,18,333,0,333
136,CHESAPEAKE CITY PBLC SCHS,850,GREAT BRIDGE INT,3,17,1,6,17,0,140,12,193,0,193
136,CHESAPEAKE CITY PBLC SCHS,850,GREAT BRIDGE INT,4,22,0,7,13,0,170,13,225,0,225
136,CHESAPEAKE CITY PBLC SCHS,850,GREAT BRIDGE INT,5,16,0,11,20,0,190,15,252,0,252
136,CHESAPEAKE CITY PBLC SCHS,590,GREAT BRIDGE MIDDLE,6,31,3,19,35,0,360,35,483,0,483
136,CHESAPEAKE CITY PBLC SCHS,590,GREAT BRIDGE MIDDLE,7,28,2,15,51,0,319,26,441,0,441
136,CHESAPEAKE CITY PBLC SCHS,590,GREAT BRIDGE MIDDLE,8,29,1,15,44,2,340,31,462,0,462
136,CHESAPEAKE CITY PBLC SCHS,680,GREAT BRIDGE PRIMARY,1,17,0,5,14,0,136,11,183,0,183
136,CHESAPEAKE CITY PBLC SCHS,680,GREAT BRIDGE PRIMARY,2,19,0,8,12,0,143,14,196,0,196
136,CHESAPEAKE CITY PBLC SCHS,680,GREAT BRIDGE PRIMARY,KA,4,0,4,6,0,60,5,79,0,79
136,CHESAPEAKE CITY PBLC SCHS,680,GREAT BRIDGE PRIMARY,KP,8,0,2,12,0,49,8,79,0,79
136,CHESAPEAKE CITY PBLC SCHS,680,GREAT BRIDGE PRIMARY,PK,2,0,2,1,0,25,0,30,0,30
136,CHESAPEAKE CITY PBLC SCHS,870,GREENBRIER INT.,3,20,0,20,65,1,104,30,240,0,240
136,CHESAPEAKE CITY PBLC SCHS,870,GREENBRIER INT.,4,22,0,19,92,0,88,21,242,0,242
136,CHESAPEAKE CITY PBLC SCHS,870,GREENBRIER INT.,5,32,1,14,72,0,102,21,242,0,242
136,CHESAPEAKE CITY PBLC SCHS,972,GREENBRIER MIDDLE,6,25,0,19,111,0,114,39,308,0,308
136,CHESAPEAKE CITY PBLC SCHS,972,GREENBRIER MIDDLE,7,39,1,13,118,0,102,32,305,0,305
136,CHESAPEAKE CITY PBLC SCHS,972,GREENBRIER MIDDLE,8,29,2,18,108,0,126,34,317,0,317
136,CHESAPEAKE CITY PBLC SCHS,140,GREENBRIER PRIMARY,1,21,1,19,55,1,106,32,235,0,235
136,CHESAPEAKE CITY PBLC SCHS,140,GREENBRIER PRIMARY,2,29,0,21,57,0,116,24,247,0,247
136,CHESAPEAKE CITY PBLC SCHS,140,GREENBRIER PRIMARY,KA,12,1,8,20,0,45,10,96,0,96
136,CHESAPEAKE CITY PBLC SCHS,140,GREENBRIER PRIMARY,KG,0,0,0,0,0,1,0,1,0,1
136,CHESAPEAKE CITY PBLC SCHS,140,GREENBRIER PRIMARY,KP,15,0,7,7,0,49,12,90,0,90
136,CHESAPEAKE CITY PBLC SCHS,140,GREENBRIER PRIMARY,PK,2,0,4,3,0,14,5,28,0,28
136,CHESAPEAKE CITY PBLC SCHS,340,HICKORY ELEM,1,5,1,0,1,0,70,1,78,0,78
136,CHESAPEAKE CITY PBLC SCHS,340,HICKORY ELEM,2,4,0,0,1,0,61,5,71,0,71
136,CHESAPEAKE CITY PBLC SCHS,340,HICKORY ELEM,3,3,0,1,6,0,59,5,74,0,74
136,CHESAPEAKE CITY PBLC SCHS,340,HICKORY ELEM,4,4,0,0,3,0,67,0,74,0,74
136,CHESAPEAKE CITY PBLC SCHS,340,HICKORY ELEM,5,1,0,1,5,0,65,5,77,0,77
136,CHESAPEAKE CITY PBLC SCHS,340,HICKORY ELEM,KA,2,0,1,3,0,28,2,36,0,36
136,CHESAPEAKE CITY PBLC SCHS,340,HICKORY ELEM,KP,2,0,0,1,0,18,4,25,0,25
136,CHESAPEAKE CITY PBLC SCHS,340,HICKORY ELEM,PK,2,0,0,1,0,12,0,15,0,15
136,CHESAPEAKE CITY PBLC SCHS,890,HICKORY HIGH,9,31,1,8,36,0,326,23,425,0,425
136,CHESAPEAKE CITY PBLC SCHS,890,HICKORY HIGH,10,27,1,11,28,0,344,21,432,0,432
136,CHESAPEAKE CITY PBLC SCHS,890,HICKORY HIGH,11,25,1,8,27,0,343,20,424,0,424
136,CHESAPEAKE CITY PBLC SCHS,890,HICKORY HIGH,12,31,2,11,26,2,338,21,431,0,431
136,CHESAPEAKE CITY PBLC SCHS,280,HICKORY MIDDLE,6,33,1,8,22,0,384,30,478,0,478
136,CHESAPEAKE CITY PBLC SCHS,280,HICKORY MIDDLE,7,34,1,15,41,1,446,38,576,0,576
136,CHESAPEAKE CITY PBLC SCHS,280,HICKORY MIDDLE,8,48,0,13,28,3,444,35,571,0,571
136,CHESAPEAKE CITY PBLC SCHS,920,HUGO A OWENS MIDDLE,6,37,1,9,147,0,149,33,376,0,376
136,CHESAPEAKE CITY PBLC SCHS,920,HUGO A OWENS MIDDLE,7,38,3,17,154,1,166,19,398,0,398
136,CHESAPEAKE CITY PBLC SCHS,920,HUGO A OWENS MIDDLE,8,42,1,16,154,4,154,26,397,0,397
136,CHESAPEAKE CITY PBLC SCHS,830,INDIAN RIVER HIGH,9,41,2,13,232,0,154,43,485,0,485
136,CHESAPEAKE CITY PBLC SCHS,830,INDIAN RIVER HIGH,10,30,1,10,212,1,157,30,441,0,441
136,CHESAPEAKE CITY PBLC SCHS,830,INDIAN RIVER HIGH,11,32,2,7,174,1,131,24,371,0,371
136,CHESAPEAKE CITY PBLC SCHS,830,INDIAN RIVER HIGH,12,24,3,6,181,1,139,21,375,0,375
136,CHESAPEAKE CITY PBLC SCHS,710,INDIAN RIVER MIDDLE,6,25,2,3,105,1,73,22,231,0,231
